16101732134 258.643 246.163 96.558 87.5825 118.925 281.747 267.413 298.333 268 16101732134 20 20
16101732142 258.633 246.326 96.46 87.2667 118.304 281.58 267.457 298.315 268.13 16101732142 20 20
16101732154 258.424 246.572 96.8757 87.3624 119.874 281.5 267.5 298 268.317 16101732154 20 20
16101732162 258.47 246.455 96.7898 87.4748 118.925 281.625 267.583 297.731 268.407 16101732162 20 20
16101732174 258.304 246.356 96.7169 87.8544 120.455 281.625 267.583 297.648 268.038 16101732174 20 20
16101732182 258.151 246.383 96.5829 87.6787 121.66 281.625 267.583 297.648 268.038 16101732182 20 20
16101732195 258.167 246.354 96.7937 87.9982 120.199 281.5 267.5 297.716 268.059 16101732195 20 20
16101732203 258.173 246.486 97.0844 87.7827 120.116 281.625 267.583 297.796 268.247 16101732203 20 20
16101732215 258.222 246.598 96.9073 87.9902 119.305 281.725 267.594 297.762 268.495 16101732215 20 20
16101732223 258.48 246.585 97.2158 87.8506 120.997 281.625 267.583 297.731 268.407 16101732223 20 20
16101732235 258.626 246.596 97.0965 88.2873 119.866 281.707 267.533 297.975 268.517 16101732235 20 20
16101732243 258.666 246.543 97.435 88.1852 120.341 281.707 267.533 298.396 268.36 16101732243 20 20
16101732255 258.853 246.499 97.4281 88.4312 120.906 281.58 267.457 298.315 268.13 16101732255 20 20
16101732263 258.765 246.554 97.2445 88.4644 120.825 281.58 267.457 298.211 268.175 16101732263 20 20
16101732275 258.591 246.624 97.4955 88.3406 120.812 281.625 267.583 297.868 268.386 16101732275 20 20
16101732283 258.471 246.668 97.6896 88.1849 120.621 281.85 267.767 298.042 268.562 16101732283 20 20
16101732295 258.439 246.823 97.7339 88.2052 120.368 281.841 267.841 297.719 268.632 16101732295 20 20
16101732307 258.374 246.908 97.7879 88.3861 120.117 281.792 268.042 297.922 268.676 16101732307 20 20
16101732315 258.468 247.001 98.1347 88.4611 119.36 281.747 267.973 297.75 268.7 16101732315 20 20
16101732327 258.628 246.866 97.8367 88.8073 119.949 281.795 268.667 298.075 269.011 16101732327 20 20
16101732335 258.719 246.915 98.1019 88.8499 120.453 281.857 268.27 297.99 268.733 16101732335 20 20
16101732347 258.516 247.198 97.9207 88.4373 120.81 282.354 267.688 297.948 268.625 16101732347 20 20
16101732355 259.293 247.541 97.0464 89.4809 120.78 280.46 267.08 296 267.5 16101732355 20 20
16101732367 -1 -1 97.0464 89.4809 120.78 280.46 267.08 296 267.5 16101732367 20 20
16101732375 -1 -1 97.0464 89.4809 120.78 280.46 267.08 296 267.5 16101732375 20 20
16101732387 -1 -1 97.0464 89.4809 120.78 280.46 267.08 296 267.5 16101732387 20 20
16101732395 -1 -1 97.0464 89.4809 120.78 280.46 267.08 296 267.5 16101732395 20 20
16101732407 -1 -1 97.0464 89.4809 120.78 280.46 267.08 296 267.5 16101732407 20 20
16101732415 -1 -1 97.0464 89.4809 120.78 280.46 267.08 296 267.5 16101732415 20 20
16101732427 -1 -1 97.0464 89.4809 120.78 280.46 267.08 296 267.5 16101732427 20 20
16101732435 -1 -1 97.0464 89.4809 120.78 280.46 267.08 296 267.5 16101732435 20 20
16101732447 -1 -1 97.0464 89.4809 120.78 280.46 267.08 296 267.5 16101732447 20 20
16101732455 -1 -1 97.0464 89.4809 120.78 280.46 267.08 296 267.5 16101732455 20 20
16101732467 -1 -1 97.0464 89.4809 120.78 280.46 267.08 296 267.5 16101732467 20 20
16101732475 258.38 241.82 93.4592 85.3414 115.553 282.063 260.079 297.676 260.895 16101732475 20 20
16101732487 258.611 254.513 88.8314 66.0426 172.197 281.5 261.5 298.29 262.159 16101732487 20 20
16101732495 261.066 251.077 101.297 72.8386 175.222 281.5 262.5 297.412 262.912 16101732495 20 20
16101732507 257.919 247.017 93.1493 84.1209 157.75 280.704 263.315 297.412 263.912 16101732507 20 20
16101732515 257.841 244.521 96.2894 87.9674 134.047 280.627 263.961 297.176 264.961 16101732515 20 20
16101732527 257.705 243.916 97.5682 88.9108 127.799 280.451 264.784 297.156 265.146 16101732527 20 20
16101732535 257.786 243.585 98.5826 89.0067 120.7 280.649 264.895 296.768 265.101 16101732535 20 20
16101732547 257.989 243.911 98.6567 89.2475 120.562 280.562 264.467 297.425 265.46 16101732547 20 20
16101732559 258.184 243.976 98.9162 89.5232 121.873 280.713 265.161 297.575 265.54 16101732559 20 20
16101732567 258.199 244.117 98.9431 89.6113 120.818 281.179 265.462 297.782 266.046 16101732567 20 20
16101732579 258.298 244.262 99.133 89.5325 119.533 281.179 265.462 298.143 266.238 16101732579 20 20
16101732587 258.202 244.562 98.9353 89.4809 119.201 281.825 265.698 298.024 266.393 16101732587 20 20
16101732599 258.235 244.677 99.3043 89.3131 120.078 281.864 265.803 298.046 266.609 16101732599 20 20
16101732607 258.091 244.979 99.1925 89.5798 120.032 282.033 265.85 297.802 267.012 16101732607 20 20
16101732619 258.142 245.039 99.1467 89.4762 120.058 282.063 266.079 297.869 267.036 16101732619 20 20
16101732627 258.254 245.015 99.2321 89.7174 120.068 282.063 266.079 297.869 267.036 16101732627 20 20
16101732639 258.259 245.092 99.1566 89.868 119.675 282.063 266.079 297.878 267.2 16101732639 20 20
16101732647 258.488 245.043 99.3142 89.894 119.028 281.955 266.136 297.559 266.955 16101732647 20 20
16101732659 258.619 245.039 99.2974 89.905 119.599 281.955 266.136 297.878 267.2 16101732659 20 20
16101732667 258.579 245.302 99.1663 89.8632 119.885 281.654 266.154 297.878 267.2 16101732667 20 20
16101732679 258.454 245.327 99.1226 89.8964 118.165 281.691 266.21 297.614 267 16101732679 20 20
16101732687 258.395 245.364 99.1982 89.7867 118.457 281.691 266.21 297.614 267 16101732687 20 20
16101732699 258.432 245.401 98.9153 89.7602 119.125 282 266.333 297.559 266.955 16101732699 20 20
16101732707 258.179 245.523 99.053 89.9775 119.26 281.545 266.955 297.5 267.417 16101732707 20 20
16101732719 258.126 245.546 99.3147 89.8887 119.554 281.455 267.045 297.5 267.5 16101732719 20 20
16101732727 257.813 245.7 99.2646 89.9372 120.13 280.778 266.722 297.382 267.275 16101732727 20 20
16101732739 257.761 245.684 99.1186 89.801 120.893 280.57 266.785 297.5 267.5 16101732739 20 20
16101732747 257.923 245.636 99.4546 89.925 121.427 280.778 266.722 297.382 267.275 16101732747 20 20
